編號,基金會名稱,郵遞區號,住址,董事長,目的,許可日期,文號,原始設立基金,目前基金總額,連絡電話,聯絡人,FAX,郵遞區號,聯絡地址,備註
416,財團法人賢志文教基金會,104,臺北市中山區中山北路2段96巷5號,趙賢明,一.蒐集民意、反映輿論，並向政府當局及相關單位提供善意建議。二.結合民間力量，協助或照顧社會弱勢族群。三.促進兩岸、台日文化學術交流合作。四.宣揚中華文化，並增進國際對中華民國在台灣的了解，以拓展民間外交為宗旨。,1994-05-11,臺(83)社23844號,10000000,10000000,(02)2523-9999,唐經瀾,,104,臺北市中山區中山北路2段96巷5號1樓,
417,財團法人中華民國稅務會計教育基金會,103,臺北市大同區承德路1段35號4樓,蔡火旺,以研究發展稅務會計教育，推廣稅務會計知識，提昇各界相關從業人員之專業能力為宗旨。,1994-05-16,臺(83)社25005號,10000000,10000000,(02)2558-2232,馬宛薇,(02)2556-5523,103,臺北市大同區承德路1段35號4樓,
418,財團法人肝病防治學術基金會,100,臺北市中正區公園路30-1號6樓,宋瑞樓,以鼓勵促進對肝炎、肝硬化及肝癌之防治及研究為宗旨。,1994-06-11,臺(83)社30509號,10000000,544368817,(02)2381-1896#10,陳瑞玲,(02)2331-3463,100,臺北市中正區公園路30-1號6樓,
420,財團法人廖英鳴文教基金會,407,臺中市西屯區文華路100號,廖英鳴,以協助學術發展進而提昇國內人文及科技水準為宗旨。,1994-06-11,臺(83)社30514號,10000000,10000000,(04)2451-7250#5673,曹文琦,(04)2451-2749,407,臺中市西屯區文華路100號,
421,財團法人全坤建設文教基金會,241,新北市三重區集賢路201之1號1樓,李隆廣,以從事文教公益事業為宗旨。,1994-06-16,臺(83)社031323號,10000000,61000800,(02)8791-8888#220,陳玫儒,(02)8791-8990,114,臺北市內湖區新湖2路329號6樓,原「全球建設文教基金會」
422,財團法人弘揚社會道德文教基金會,231,新北市新店區達觀路32號,邱創煥,以推展社會倫理教育，弘揚中華傳統文化，倡導實踐孝道，端正社會人心為宗旨。,1994-06-15,臺(83)社030903號,18000000,18000000,(02)2213-6599,張尉仁,(02)2213-6632,231,新北市新店區達觀路32號,
423,財團法人李玉全文教基金會,813,高雄市左營區博愛三路12號7樓,李慶振,推動文化教育、重建倫理道德。,1994-07-01,臺(83)社034520號,10000000,10000000,(07)342-2345,李重穎,,813,高雄市左營區博愛三路12號7樓,
424,財團法人大漢工商教育基金會,971,花蓮縣新城鄉北埔村樹人街1號,王國明,協助並推廣花東地區工商教育為宗旨。,1994-07-01,臺(83)社034365號,10000000,10000000,(03)4516-741,孫梅芳,(03)4516-374,320,桃園縣中壢市遠東路135號(元智大學工程學院),
425,財團法人林木林田村文教基金會,350,苗栗縣竹南鎮大埔里竹篙厝200號,林榮德,為推展學術研究，提昇國內學術研究水準，培育優秀人才為宗旨。,1994-06-29,臺(83)社34045號,10000000,10000000,(037)562-142,陳之潁,(037)562-146,361,苗栗縣造橋鄉豐湖村乳姑山2號,
426,財團法人慈暉文教基金會,234,新北市永和區中山路1段26號B1樓,林長勳,以改善生活環境與提昇生活品質為宗旨。,1994-06-22,臺(83)社032307號,10000000,26258333,(02)8660-0766,謝宜霖,(02)8660-0767,234,新北市永和區中山路1段26號B1樓,
427,財團法人光泉文教基金會,111,臺北市土林區至善路2段342巷33號,汪陳英娥,以推廣健康教育、環境保護教育、培育人才、培養正面積極的人生態度，促進社會和諧為宗旨。,1994-08-04,臺(83)社043011號,10000000,10000000,(02)2871-0610,陳淑雲,(02)2841-3224,111,臺北市士林區至善路2段342巷33號,
428,財團法人培生文教基金會,106,臺北市大安區敦化南路2段105號9樓,林文伯,以推展智能障礙者文教活動，增進社會福祉為宗旨。,1994-08-04,臺(83)社043009號,50000000,456500000,(02)2702-8898#111,程淑珍,(02)2702-9268,106,臺北市大安區敦化南路2段105號9樓,
430,財團法人佛乘世界文教基金會,105,臺北市松山區民生東路5段173之3號1樓,周貝芬,以推展各類教育、學術文化及國際文化交流為宗旨。,1994-08-04,臺(83)社43012號,10000000,10000000,(02)2756-3011,蘇光宏,(02)2762-4536,105,臺北市松山區民生東路5段173之3號1樓,
434,財團法人陳張秀菊文教基金會,104,臺北市中山區中山北路2段77巷47號3樓,陳盛沺,以舉辦或獎助文化教育公益事業為宗旨。,1994-09-30,臺(83)社52831號,10000000,29858531,(02)2531-3312,林翠蓮,(02)2712-0200,105,臺北市松山區八德路2段374號10樓之1,
437,財團法人開元宗門文教基金會,811,高雄市楠梓區楠梓新路309號,蕭澍經,以推展佛教文化教育為宗旨。,1994-10-14,臺(83)社055651號,10000000,15000000,(07)354-2724,劉秀芬,(07)353-5779,811,高雄市南梓區南梓新路309號,
438,財團法人傑出人才發展基金會,110,臺北市信義區忠孝東路5段508號17樓之2,李遠哲,為加強教育、發展高科技研究，充實人文、社會、自然、生命等科學水準及提昇文化。,1994-11-11,臺(83)社61012號,200000000,1040000000,(02)2759-6456,孫筱慧,(02)2759-6362,110,臺北市信義區忠孝東路五段508號17樓之2,
439,財團法人壽圓文教基金會,110,臺北市信義區信義路5段150巷2號14樓之6,黃秋雄,以協助學術發展進而提昇國內人文及科技水準為宗旨。,1994-11-11,臺(83)社061010號,10000000,10000000,(02)2722-8558,蘇育代,(02)2345-2222,110,臺北市信義區信義路5段150巷2號14樓之6,
440,財團法人佛乘宗大乘禪功文教基金會,100,臺北市中正區漢口街1段85號3樓,彭金泉,以淨化人心，增進國人身心健康，促進社會祥和，推展及辦理文教公益事業為宗旨。,1994-11-18,臺(83)社062577號,10000000,108660000,(02)2382-1897,彭碧玉,(02)2381-9133,100,臺北市中正區漢口街1段85號3樓,
441,財團法人劉快治文教基金會,806,高雄市前鎮區民權二路8號25樓,王仁孚,在促進台灣文化生活及教育水準、社會公益活動之提昇。,1994-11-11,臺(83)社61011號,103000000,84479231,(07)335-7131#16,沈淑華,(07)336-3465,806,高雄市前鎮區民權二路8號25樓,
442,財團法人台大土木文教基金會,106,臺北市大安區羅斯福路4段1號,郭倍宏,提昇土木工程科技水準，協助國立台灣大學土木工程學系與國立台灣大學土木系所校友聯誼會發展。,1994-11-23,臺(83)社063432號,10000000,19100000,(02)3366-4309,潘佳欣,(02)2363-1558,106,臺北市大安區羅斯福路4段1號台大土木系,
444,財團法人國立高雄師範大學教育學術基金會,802,高雄市苓雅區和平一路116號,陳克賢,以協助國立高雄師範大學校務發展、提昇學術水準、改善教學環境為宗旨。,1994-11-15,臺(83)社06131號,10000000,16387529,(07)717-2930#1461,周君珍,(07)726-0846,802,高雄市苓雅區和平1路116號,
445,財團法人人文科學文教基金會,100,臺北市中正區博愛路51號3樓,吳煙村,致力人文科學研究，推動文化建設，激勵全民愛國情操，提昇國民道德及人文素養。,1994-12-09,臺(83)社066737號,10000000,10000000,(02)2706-6101,陳錦明,(02)2382-5346,106,臺北市大安區敦化南路2段1號4樓之1,
446,財團法人融悟文教基金會,114,臺北市內湖區堤頂大道二段89號10樓,柯文昌,以推廣文化教育事業為宗旨。,1994-12-09,臺(83)社066736號,10000000,216528613,(02)8797-8787#303,黃麗灼,(02)8797-7999,114,臺北市內湖區堤頂大道二段89號10樓,原「普迅融悟文教基金會」
448,財團法人明德安和文教基金會,406,臺北市信義區3段178號10樓,程正平,以發揚倫理道德，促進社會安全祥和為宗旨。,1994-12-09,臺(83)社066739號,10000000,10000000,(04)2289-8932,林宗敏,(04)2239-2596,406,臺北市大安區信義路3段178號10樓,
449,財團法人中日學術研究基金會,106,臺北市大安區安和路2段60號8樓,林基源,資助日本研究並促進中日學術文化交流工作。,1994-12-15,臺(83)社068180號,10000000,17000000,(02)2704-2962,劉修慈,(02)2704-2963,106,臺北市大安區安和路2段60號8樓,
450,財團法人信誼基金會,804,高雄市鼓山區鼓三路21號,何壽川,推動教育及文化事業為宗旨。,1994-11-23,臺(83)社063426號,3000000,394030187,(02)2396-5303#1105,王冬玲,(02)2396-5015,100,臺北市中正區重慶南路2段75號,
453,財團法人姜體臣文教基金會,243,新北市泰山區明志路3段533號,姜靜宜,舉辦或獎助文教公益業務為宗旨,1994-12-31,臺(83)社071175號,20000000,30000000,(02)2901-5153#218,李建宏,(02)2901-8427,243,新北市泰山區明志路3段533號,
455,財團法人王榮圳文教基金會,111,臺北市士林區中山北路5段455號5樓,王曼嬅,為推廣文化教育，並提昇農業機械水準獎勵學術研究，增進國際學術交流。,1995-02-08,臺(84)社5584號,10000000,30000000,(02)8861-5538,蔡雅惠,(02)8861-5548,111,臺北市士林區中山北路5段455號5樓,
456,財團法人關懷長青文教基金會,106,臺北市大安區信義路4段61號之1號4樓,林永瑞,以從事老人安養、養生保健與醫療等相關問題之研究與資訊宣導，藉以提昇醫療服務與生命品質為宗旨。,1995-02-13,臺(84)社006546號,10000000,150000000,（02)2703-8348,邱政芬,(02)2772-6664,106,臺北市大安區信義路4段61號之1號4樓,
457,財團法人富堡有義文教基金會,100,臺北市中正區忠孝東路2段130號2樓之3,周碧珍,以推廣文化、健康教育、環境保護教育，提昇生活品質，宣導衛生常識，促進國民身心健康為宗旨。,1995-03-27,臺(84)社014033號,10000000,10000000,(03)352-9862#323-321,俞秀錦,(03)322-1834,338,桃園縣蘆竹鄉南山路2段205巷14號,
460,財團法人天字文教基金會,709,臺南市安南區敦安街76號,陳金萬,以弘揚固有文化道德、研究靈性健身、推展文化教育、舉辦社會公益及學術研習等活動為目的。,1995-03-22,臺(84)社013119號,10000000,30600000,(06)282-8241,賴玉霞,(06)282-8240,709,臺南市安南區敦安街76號,
461,財團法人范馨香法學基金會,105,臺北市松山區南京東路5段202號8樓,王作榮,以增進社會大眾對法律學識之認知及探討為宗旨。,1995-03-25,臺(84)社013770號,10000000,13500000,(02)2731-8595,王梅君,,231,新北市新店區三民路78號11樓(孫學泰小姐),
463,財團法人中流文教基金會,114,臺北市內湖區大湖山莊街61巷16號,胡佛,一.探索21世紀中國人在世界之角色及地位。二.促進中國文化與人本精神的調適與重振。三.推動兩岸學術交流，增進相互瞭解，並提高知識水準。,1995-04-27,臺(84)社19036號,1000000,14160000,(02)2351-9641#671,盧信宏,(02)2341-9347,100,臺北市郵政84—233號信箱,
464,財團法人亞太文經學術基金會,103,臺北市大同區承德路一段35號7樓之2,許水德,研究並推動國內外有關文化、教育、經濟發展之學術合作及交流，協助中華民國發展成為亞太地區文化經濟中心，進而加強及促進中華民國與亞太地區暨全球其他家互惠合作之文化經貿關係為宗旨。,1995-04-24,臺(84)社018419號,18000000,50000000,(02)2552-2516,蔡琪玉,(02)25522573,103,臺北市大同區承德路1段35號7樓之2,
465,財團法人聯合工商教育基金會,100,臺北市中正區杭州南路1段69號之2號4樓,徐立德,以協助國立聯合大學改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學，推廣工商業界培訓所亟需之優秀專業技術人才為宗旨。,1995-04-19,臺(84)社017693號,10000000,272000000,(02)3393-3821,陳靜儀,(02)2321-8623,100,臺北市中正區杭州南路1段69號之2號4樓,
466,財團法人致福感恩文教基金會,110,臺北市信義區信義路5段150巷2號14樓之4,周神助,以發揚信望愛精神、培養社會人才、增進人類福祉、造福人群為宗旨。,1995-06-01,臺(84)社025613號,20000000,35060000,(02)8780-1011#208,吳淑萍,(02)8788-2119,110,臺北市信義區信義路5段150巷2號14樓之4,
468,財團法人誠泰文教基金會,100,臺北市內湖區瑞光路212號7樓,林致光,以從事經濟、金融學術及實務之研究，促進教育文化之發展，提昇國人生活品質，增進社會公益為宗旨。,1995-07-06,臺(84)社031985號,88000000,95000000,(02)2627-6599,曾秀惠,,114,臺北市內湖區瑞光路212號7樓,
469,財團法人黃建斌文教基金會,106,臺北市大安區大安路1段51巷23號2樓,黃承文,以配合國家教育文化政策，推展文教公益事業為宗旨。,1995-05-26,臺(84)社024450號,10000000,25734432,(02)2781-1284,吳漢,,116,臺北市文山區興隆路三段185巷9弄15號5樓,
470,財團法人台灣原住民文教基金會,105,臺北市松山區復興南路1段51號B1,陳藍姆洛,以配合政府對原住民之照顧，收集並研究原住民之相關資料，其將分析研究所得之結果與解決方案提供政府參考為宗旨。,1995-05-25,臺(84)社024379號,10000000,10000000,(02)2711-2081,黃春蓮,(02)2711-2061,105,臺北市松山區復興南路1段51號B1,
471,財團法人龔祖遂先生文教基金會,10645,臺北市青田街6巷8號之6,陸劍霞,以從事文化、教育事項之研究或國際文化、教育事項之推廣，促進社會祥和為宗旨。,1995-06-06,臺(84)社039307號,10000000,10000000,(02)2351-0686,吳淑妙,(02)2351-0687,10645,臺北市青田街6巷8號之6,
472,財團法人光啟文教視聽節目服務社,106,臺北市大安區敦化南路1段233巷20號,饒志成,以研究發展廣播及電視節目製作技術、配合國家政策提供電視廣播台社教節目，發揚固有文化道德之精神，建立真善美之生活價值觀，俾有益予全國民眾之心理建設為宗旨。,1961-05-18,臺(50)社6495號,1516000,5000000,(02)2771-2136#201,蔡清玲,(02)2771-2246,110,臺北市信義區敦化南路1段233巷20號,
474,財團法人陽信文教基金會,112,臺北市北投區石牌路1段88號6樓,陳勝宏,研究國內、外金融學術，發展社區文化教育，提倡民俗倫理公益。,1995-10-03,臺(84)社48121號,10250000,114846958,(02)2827-2152,劉辛卯,(02)2827-2153,112,臺北市北投區石牌路1段88號6樓,
476,財團法人中華民國民眾團體活動中心文教基金會,100,臺北市中正區重慶南路2段15號5樓,蘇俊賓,以倡導社教公益活動，推行文教服務為宗旨。,1995-10-27,臺(84)社052649號,10000000,11600000,(02)8772-8529,萬惠誠,(02)8772-8535,104,臺北市中山區八德路2段232號2樓,
478,財團法人菊輝資訊科技文教基金會,235,新北市中和區中正路716號16樓,孫芳正,以研究發展及推廣現代化資訊科技及其應用為宗旨。,1995-11-27,臺(84)社058611號,10000000,18800000,(02)8228-0786,黃文韻,(02)8228-0601,235,新北市中和區中正路716號16樓,
479,財團法人行天宮文教發展促進基金會,105,臺北市松山區南京東路3段303巷14弄4號,葉文堂,秉承行天宮促進社會祥和，發揮慈善濟世之理念，以發揚藝術文化，推動教育文化為宗旨。,1995-12-04,臺(84)社059838號,100000000,1218000000,(02)2718-0171#310,吳麗娟,(02)2717-0536,105,臺北市松山區南京東路3段303巷14弄4號,
480,財團法人浩然基金會,106,臺北市松山區民生東路3段100號3樓,殷琪,以獎助文教事業，促進文教交流與相閞文交流，及推廣相關之出版品為宗旨。,1978-12-23,(67)北市教四58660號,4000000,849584244,(02)8712-6399,蔣慧華,(02)8712-6289,105,臺北市松山區民生東路三段100號3樓,
481,財團法人張思恒文教基金會,100,臺北市中正區新生南路1段158號3樓,孫大偉,為紀念輔仁大學大眾傳播學系創辦人張思恆博士一生奉獻傳播教育之努力，以實踐該系設立目標，獎勵優秀傳播人才為宗旨。,1995-12-21,臺(84)社061431號,10000000,20000000,(02)2392-9158,殷美香,(02)2392-9158,100,臺北市中正區新生南路1段158號3樓,
483,財團法人祐生研究基金會,104,臺北市中山區長春路137巷3號2樓之1、之2,林俊興,在於籌設生態研究中心，提供研究生活居住環境定性、定量之品質改進方案，獎助鼓勵就各該問題之研究發展，提供社會及有關機關之認識及改進。,1978-12-30,(68)北市教四57204號,400000,1397000000,(02)2567-6220,黃晉英,(02)2581-9435,104,臺北市中山區長春路137巷3號2樓之1、之2,
485,財團法人天康恩文教基金會,105,臺北市敦化南路2段60號4樓之1,黃天中,以「慈悲心、服務情來振興教育，贊助社會、文化、公益事業及相關活動」為宗旨。,1996-01-29,臺(85)社(四)85500881號,10000000,10000000,(02)2705-0598,簡秀惠,(02)2763-1089,105,臺北市大安區民生東路5段78號5樓,原名「蓮花文教基金會」
486,財團法人崇友文教基金會,100,臺北市中正區公園路30號10樓A室,王昭明,以舉辦或獎助文教公益業務為宗旨。,1996-02-16,臺(85)社(四)85503357號,50000000,48507751,(02)2381-3345,李怡欣,(02)2381-3605,100,臺北市中正區公園路30號10樓A室,
488,財團法人實踐研究文教基金會,104,臺北市中山區八德路2段232號B1,關中,以從事政治、文教、財經、企業管理之理論及實務研究為宗旨。,1996-02-13,臺(85)社(四)85501058號,30000000,30000000,(02)8771-1628,葉淑媛,,104,臺北市中山區八德路2段232號B1,
489,財團法人中華民國婦聯聽障文教基金會,112,臺北市北投區振興街45號,辜嚴倬雲,以推展並捐助聽障文教工作為宗旨。,1996-02-26,臺(85)社(四)85004594號,20000000,901700000,(02)2820-1825#12,蘇瑛敏,(02)2820-1826,112,臺北市北投區振興街45號,
490,財團法人國立自然科學博物館文教基金會,404,臺中市北區館前路1號,李家維,加強關切科學博物研究與教育人士之聯擊，啟發社會大眾對自然之關懷，進而為自然科學之發展建立基礎為宗旨。,1995-08-29,臺(84)社042680號,10000000,10000000,(04)2322-6940#232,王紹穎,(04)2326-6824,404,臺中市北區館前路1號,
491,財團法人吳健雄學術基金會,106,臺北市大安區金華街110號2樓,劉兆漢,以發揚吳健雄博士對學術上之貢獻，並培育基礎科學人才為宗旨。,1995-08-05,臺(84)社038507號,10000000,25000000,(02)2397-0955,張芸溱,(02)2321-5937,106,臺北市大安區金華街110號2樓,
493,財團法人新文明教育基金會,105,臺北市松山區南京東路3段261號6樓,劉振瑋,以推行社會教育活動，弘揚中華文化，推動海內外及兩岸交流，促進社會詳和，創造真、善、美的生活為宗旨。,1995-12-14,臺(85)社(四)061714號,10000000,10000000,(02)2717-7878,劉振琨,(02)2528-8378,105,臺北市松山區南京東路3段261號6樓C,
494,財團法人瑪赫西世界和平大學文教基金會,106,臺北市大安區麗水街34號2樓之1,陳士文,以發展全民身心健康，促進社會祥和，實踐教育最高理想，創造大同世界為宗旨。,1995-06-22,臺(84)社029272號,10000000,10000000,(02)2391-4990,陳士文,(02)2931-4990,106,臺北市文山區景興路195號3樓之3,
495,財團法人山與田教育基金會,105,臺北市松山區復興北路337號10樓,鄭政雄,為推廣文化教育，發揚民族文化傳承，並獎助中華文化學術研究，增進國際學術交流為宗旨。,1996-03-25,臺(85)社(四)85016564號,10000000,46944237,02-5581-1777#551,曾玉英,02-5581-1778,105,臺北市松山區復興北路337號10樓,原「玉瑪文教基金會」
497,財團法人孫運璿學術基金會,100,臺北市中正區杭州南路1段69號4樓,徐立德,以倡導學術研究，促進科技發展，獎助及培訓優秀人才，協助國家建設為目的。,1996-05-03,臺(85)社(四)85506992號,60000000,120000000,(02)2392-5579,蔡新生,(02)2321-8623,100,臺北市中正區杭州南路1段69號4樓,
499,財團法人健康科學文教基金會,106,臺北市大安區安和路1段81號12樓,吳成文,為促進健康科學及與健康科學研究有關之各種科技之發展，以增進國人之健康為宗旨。,1996-04-26,臺(85)社(四)85506935號,10000000,26500000,(02)2652-3015,劉依萍,莊欣惠,(02)2652-3075,115,臺北市南港區研究院路2段128號中研院生醫所107室,
500,財團法人潘文淵文教基金會,310,新竹縣竹東鎮中興路4段195號,史欽泰,贊助高科技研發及科技人才之培訓，獎勵科技傑出華裔人士，提升我國半導體等科技水準，促進國家進步。,1996-03-07,臺(85)社(四)500882號,30000000,106983167,(03)591-2029,黃培雯,(03)582-0301,310,新竹縣竹東鎮中興路4段195號11館334室,
501,財團法人愛心第二春文教基金會,111,臺北市士林區中社路1段43巷6號4樓,王政一,興辦、獎助教育文化及社會和諧等有關之文教性活動及研究，達成安和樂利的社會。,1996-06-04,臺(85)社(四)85509305號,10000000,30000000,(02)2841-3963#13,劉瑞霞,(02)2841-3964,111,臺北市士林區中社路1段43巷6號4樓,
502,財團法人中興保全文教基金會,103,臺北市大同區鄭州路139號4樓,林孝信,以「造福社區造福家」為宗旨。,1996-06-05,臺(85)社(四)85509307號,10000000,142000000,(02)2553-5501,王幼梅,(02)2557-0433,103,臺北市大同區鄭州路139號4樓,
503,財團法人聯華電子科技文教基金會,106,新竹市科學工業園區力行二路3號,洪嘉聰,發揚民族文化，提倡學術交流，推動科技成長，關心社會動態，結合高科技與人文教育，提升國人生活之品質，促進社會和諧與健康。,1996-05-08,臺(85)社(四)85506996號,50000000,50000000,(03)578-2258#31567,黃同賢,(03)564-2156,300,新竹市科學工業園區力行二路3號,
504,財團法人惠光導盲犬教育基金會,242,新北市新莊區中正路384號,曾文雄,培訓導盲犬師服務視障者，發展盲人教育事業，舉辦盲人文教活動。,1996-07-13,臺(85)社(四)85512081號,10000000,10000000,(02)2998-5588,陳明文,,242,新北市新莊區中正路384號,
505,財團法人消防教育學術研究基金會,100,臺北市中正區重慶南路1段10號5樓之3,楊子敬,促進消防學術交流，提振消防學術研究風氣。,1996-07-25,臺(85)社(四)85512159號,10000000,10000000,(02)2361-2119,吳政軒,(02)2361-6915,100,臺北市中正區重慶南路1段10號5樓之3,
508,財團法人永達技術學院社區總體營造文教基金會,909,屏東縣麟洛鄉麟蹄村中山路316號,劉伯男,協助及配合私立永達工商專科學校提昇學術與生活品質、推動學校與校友、家長聯繫及協助學校推廣教育與回饋社會為宗旨。,1996-08-12,臺(85)社(四)85512306號,10000000,23089158,(08)723-3733#222,陳韋逞,(08)722-7024,909,屏東縣麟洛鄉麟蹄村中山路316號(永達技術學院內),
509,財團法人金鴻兒童文教基金會,106,臺北市大安區東豐街16號6樓,陳何璧,以推廣文化、教育為宗旨。,1996-02-12,臺(85)社(四)85501059號,150000000,210000000,(02)2703-9484,李綺敏,(02)2703-9486,106,臺北市大安區東豐街16號6樓,
510,財團法人王冠文教基金會,104,臺北市中山區遼寧街209巷43號,王美文,以發揚民族文化，提倡學術交流，推動科技成長，關心社會動態，結合高科技與人文教育，提升國人生活品質，促進社會和諧與健康。,1996-09-02,臺(85)社(四)85512409號,10000000,12200000,(02)2505-7917,王瓊慧,(02)2503-2594,104,臺北市中山區遼寧街209巷43號,
511,財團法人大禹基金會,104,臺北市中山區朱崙街15號,焦威聯,以宣導大禹治水精神，藉各項社會教育、科技研發措施及社會文化服務等活動，引導國人對自然資源之利用與保護之正確認知，並藉各項獎勵措施，培育文教、科技及提昇國家競爭力之優秀人才為宗旨。,1996-10-08,臺(85)社(四)85521253號,10000000,10000000,(02)2507-5867,黃麗雪,,104,臺北市中山區朱崙街15號,
512,財團法人陳沼濤文教基金會,105,臺北市松山區長安東路2段219號10樓,陳沼濤,以結合民間力量，推展文化活動，獎助優秀清寒學子，推展閱讀研究風氣，以促進學術活動為目的，並加強對偏遠地區之服務。,1984-11-27,(73)北市教四60106號,10000000,10000000,(02)2741-4677,陳世錦,(02)2715-5319,105,臺北市松山區長安東路2段219號10樓,
513,財團法人郭壽雄教授學術基金會,106,臺北市大安區金山南路2段185巷10號1樓,郭壽雄,以提高醫學教育和醫學研究水準為宗旨。,1996-10-21,臺85社(四)85521260號,20000000,50000000,(02)2356-2389,劉月蓉,(02)2393-2056,100,臺北市中正區中山南路7號台大醫院檢驗醫學部細胞室,
514,財團法人范道南文教基金會,730,臺南市新營區土庫里6-20號,范進財,以推展文化、教育為宗旨。一.辦各項文教活動，並表提對此工作有特殊貢獻之人才。二.贊助研究發明工作。三.設置獎助學金、培育人才。四.關於學術編譯、研究、及文報導事項。五.從事研究創新工作。,1987-10-16,府教學120373號,30000000,174493356,(06)636-2916#620,陳池珠,(06)635-2817,730,臺南市新營區開元路154號,
515,財團法人春風文教基金會,202,臺北市中山區民權東路3段4號4樓,王拓,發展教育、文化、科技事務，提昇國民生活素質，促進兩岸學術交流。,1996-11-04,臺(85)社(四)85522957號,10000000,10000000,(02)2425-7423,李麗娟,(02)2425-6842,202,臺北市中山區民權東路3段4號4樓,
517,財團法人泰來文教公益基金會,111,臺北市士林區仰德大道3段125巷5弄21號3樓,陳再來,設立清寒優秀學生獎學金及參與文教性之公益活動。,1996-11-21,臺(85)社(四)85522960號,12000000,12000000,(02)2861-8686,謝敏,,111,臺北市士林區仰德大道3段125巷5弄21號3樓,
518,財團法人恩暉文教基金會,110,臺北市信義區忠孝東路5段510號6樓之3,孫瑪琍,闡揚學術思想，獎助文化教育，發展科技管理，促進身心健康，提昇生活品質，服務社會大眾。,1996-12-21,臺(85)社(四)85525661號,10000000,10000000,,鄧心蕙,(02)2346-0817,114,臺北市內湖區行善路114號,
519,財團法人王惕吾先生文教基金會,110,臺北市信義區基隆路1段180號12樓,王必成,以推廣教育，激勵青年專心學習，獎勵青年熱愛國家，服務社會，並為獎助祖籍為浙江省東陽縣之台灣青年求學為宗旨。,1996-11-27,臺(85)社(四)85524153號,10000000,10000000,(02)2767-6848,呂祖堯,(02)2768-9248,110,臺北市信義區基隆路1段180號12樓,
521,財團法人日本文教基金會,116,臺北市文山區萬和街8號7樓之2,許介鱗,從事對日本之文化交流，培植對日本之研究人才，收集對日知識資訊，累積對日本學術研究成果，以促進日本與台灣之關係。,1996-12-27,臺(85)社(四)85525662號,10000000,10000000,(02)8230-0010,李中邦,(02)8230-1576,116,臺北市文山區萬和街8號7樓之2,
522,財團法人福華文教基金會,106,臺北市大安區信義路3段147巷36弄2號3樓,廖修平,以辦理捐助文教公益事業為宗旨。,1997-01-20,臺(86)社(四)86005521號,12000000,42000000,(02)2326-7451,官重琪,(02)2326-7445,106,臺北市大安區信義路3段147巷36弄2號3樓,
524,財團法人國立屏東科技大學校友基金會,912,屏東縣內埔鄉學府路1號,林義祥,本會致力於學術、文化、教育事業服務社會為宗旨。,1997-02-12,臺(86)社(四)86015020號,10000000,10500000,(08)774-0248,楊麗雪,(08)774-0309,912,屏東縣內埔鄉學府路1號,
525,財團法人吾心文教基金會,100,臺北市中正區忠孝東路1段85號12樓之3,顏甘霖,關懷青少年身心發展，人格養成為主要目標，並推廣相關文教事業及行心理衛生教育工作以增進全民人格及身心的健全發展為宗旨。,1996-12-31,臺(85)社(四)85526422號,10000000,93187950,(02)2322-4333,顏薇璟,(02)2321-7265,100,臺北市中正區忠孝東路1段85號12樓之3,
526,財團法人中華語文教育基金會,100,臺北市中正區羅斯福路3段50號4樓,何景賢,以推廣中華語文教育為目的。,1997-02-04,臺(86)社(四)86014495號,10000000,10000000,(02)2367-8228#821,詹媛,(02)2363-4857,100,臺北市中正區羅斯福路3段50號4樓,
528,財團法人蔣碩傑先生文教基金會,106,臺北市大安區長興街75號,朱敬一,獎助貨幣金融及經濟發展相關之學術研究與教育,1997-02-13,臺(86)社(四)86014927號,10000000,12158111,(02)2735-6006#105,郭玲媛,(02)2733-0030,106,臺北市大安區長興街75號,
529,財團法人中華民國商業教育基金會,100,臺北市中正區忠孝東路2段122號3樓,連勝彥,以改進與發展商業教育為宗旨。,1997-02-12,臺(86)社(四)86014980號,10000000,10637008,(02)2321-8065#10,鍾淑燕,(02)232-8067,100,臺北市中正區忠孝東路2段122號3樓,
530,財團法人彭婉如文教基金會,104,臺北市中山區民生東路1段70號8樓,林世嘉,以推動兩性平權文化，教育事業為宗旨。,1997-04-16,臺(86)社(四)86041130號,10000000,39200000,(02)2521-6196#61,李月女,(02)2521-6364,104,臺北市中山區民生東路1段70號8樓,
531,財團法人杏苑醫學文教基金會,100,臺北市中正區中山南路7號,朱樹勳,以提昇醫學研究，推展醫學教育及促進國際醫學交流為宗旨。,1997-02-12,臺(86)社(四)86014978號,10639967,11500000,(02)2356-2121,王秋蓉,,100,臺北市中正區中山南路7號,
532,財團法人安居文教基金會,100,臺北市中正區忠孝西路1段41號4樓之11,林國明,辦理社會文教，推行安居生活及科技知識為宗旨。,1997-04-17,臺(86)社(四)86041633號,10000000,10000000,(02)2370-9675,俞宗堯,(02)2371-0019,100,臺北市中正區忠孝西路1段41號4樓之11,
533,財團法人福智文教基金會,105,臺臺北市松山區南京東路4段75號4樓,盧克宙,以藉由推動動具有傳統文化為主軸之社會教育及推廣活動，以助成淨化人心，建立良善社會為宗旨。,1997-04-21,臺(86)社(四)86041641號,10000000,372445095,(02)2545-2546#223,許佳雯,(02)2545-2547,105,臺北市松山區南京東路4段75號4樓,
